date,Coronavirus_unscaled,Coronavirus_monthly,isPartial,scale,Coronavirus
2011-09-21,0,0.0,,0.0,0.0
2011-09-22,0,0.0,,0.0,0.0
2011-09-23,0,0.0,,0.0,0.0
2011-09-24,65,0.0,,0.0,0.0
2011-09-25,0,0.0,,0.0,0.0
2011-09-26,0,0.0,,0.0,0.0
2011-09-27,0,0.0,,0.0,0.0
2011-09-28,50,0.0,,0.0,0.0
2011-09-29,100,0.0,,0.0,0.0
2011-09-30,0,0.0,,0.0,0.0
2011-10-01,0,0.0,False,0.0,0.0
2011-10-02,0,0.0,,0.0,0.0
2011-10-03,0,0.0,,0.0,0.0
2011-10-04,0,0.0,,0.0,0.0
2011-10-05,0,0.0,,0.0,0.0
2011-10-06,0,0.0,,0.0,0.0
2011-10-07,0,0.0,,0.0,0.0
2011-10-08,0,0.0,,0.0,0.0
2011-10-09,0,0.0,,0.0,0.0
2011-10-10,0,0.0,,0.0,0.0
2011-10-11,0,0.0,,0.0,0.0
2011-10-12,72,0.0,,0.0,0.0
2011-10-13,77,0.0,,0.0,0.0
2011-10-14,80,0.0,,0.0,0.0
2011-10-15,0,0.0,,0.0,0.0
2011-10-16,97,0.0,,0.0,0.0
2011-10-17,0,0.0,,0.0,0.0
2011-10-18,76,0.0,,0.0,0.0
2011-10-19,0,0.0,,0.0,0.0
2011-10-20,78,0.0,,0.0,0.0
2011-10-21,0,0.0,,0.0,0.0
2011-10-22,100,0.0,,0.0,0.0
2011-10-23,0,0.0,,0.0,0.0
2011-10-24,0,0.0,,0.0,0.0
2011-10-25,0,0.0,,0.0,0.0
2011-10-26,0,0.0,,0.0,0.0
2011-10-27,76,0.0,,0.0,0.0
2011-10-28,0,0.0,,0.0,0.0
2011-10-29,0,0.0,,0.0,0.0
2011-10-30,0,0.0,,0.0,0.0
2011-10-31,0,0.0,,0.0,0.0
2011-11-01,52,0.0,False,0.0,0.0
2011-11-02,50,0.0,,0.0,0.0
2011-11-03,50,0.0,,0.0,0.0
2011-11-04,0,0.0,,0.0,0.0
2011-11-05,63,0.0,,0.0,0.0
2011-11-06,0,0.0,,0.0,0.0
2011-11-07,49,0.0,,0.0,0.0
2011-11-08,49,0.0,,0.0,0.0
2011-11-09,0,0.0,,0.0,0.0
2011-11-10,49,0.0,,0.0,0.0
2011-11-11,0,0.0,,0.0,0.0
2011-11-12,0,0.0,,0.0,0.0
2011-11-13,0,0.0,,0.0,0.0
2011-11-14,0,0.0,,0.0,0.0
2011-11-15,0,0.0,,0.0,0.0
2011-11-16,48,0.0,,0.0,0.0
2011-11-17,100,0.0,,0.0,0.0
2011-11-18,0,0.0,,0.0,0.0
2011-11-19,0,0.0,,0.0,0.0
2011-11-20,0,0.0,,0.0,0.0
2011-11-21,49,0.0,,0.0,0.0
2011-11-22,0,0.0,,0.0,0.0
2011-11-23,0,0.0,,0.0,0.0
2011-11-24,0,0.0,,0.0,0.0
2011-11-25,0,0.0,,0.0,0.0
2011-11-26,0,0.0,,0.0,0.0
2011-11-27,60,0.0,,0.0,0.0
2011-11-28,46,0.0,,0.0,0.0
2011-11-29,46,0.0,,0.0,0.0
2011-11-30,0,0.0,,0.0,0.0
2011-12-01,0,0.0,False,0.0,0.0
2011-12-02,100,0.0,,0.0,0.0
2011-12-03,0,0.0,,0.0,0.0
2011-12-04,60,0.0,,0.0,0.0
2011-12-05,0,0.0,,0.0,0.0
2011-12-06,0,0.0,,0.0,0.0
2011-12-07,0,0.0,,0.0,0.0
2011-12-08,0,0.0,,0.0,0.0
2011-12-09,99,0.0,,0.0,0.0
2011-12-10,60,0.0,,0.0,0.0
2011-12-11,0,0.0,,0.0,0.0
2011-12-12,0,0.0,,0.0,0.0
2011-12-13,95,0.0,,0.0,0.0
2011-12-14,0,0.0,,0.0,0.0
2011-12-15,48,0.0,,0.0,0.0
2011-12-16,50,0.0,,0.0,0.0
2011-12-17,0,0.0,,0.0,0.0
2011-12-18,0,0.0,,0.0,0.0
2011-12-19,49,0.0,,0.0,0.0
2011-12-20,0,0.0,,0.0,0.0
2011-12-21,0,0.0,,0.0,0.0
2011-12-22,52,0.0,,0.0,0.0
2011-12-23,0,0.0,,0.0,0.0
2011-12-24,0,0.0,,0.0,0.0
2011-12-25,0,0.0,,0.0,0.0
2011-12-26,62,0.0,,0.0,0.0
2011-12-27,0,0.0,,0.0,0.0
2011-12-28,0,0.0,,0.0,0.0
2011-12-29,0,0.0,,0.0,0.0
2011-12-30,0,0.0,,0.0,0.0
2011-12-31,0,0.0,,0.0,0.0
2012-01-01,0,0.0,False,0.0,0.0
2012-01-02,0,0.0,,0.0,0.0
2012-01-03,0,0.0,,0.0,0.0
2012-01-04,0,0.0,,0.0,0.0
2012-01-05,45,0.0,,0.0,0.0
2012-01-06,0,0.0,,0.0,0.0
2012-01-07,0,0.0,,0.0,0.0
2012-01-08,0,0.0,,0.0,0.0
2012-01-09,43,0.0,,0.0,0.0
2012-01-10,0,0.0,,0.0,0.0
2012-01-11,0,0.0,,0.0,0.0
2012-01-12,0,0.0,,0.0,0.0
2012-01-13,89,0.0,,0.0,0.0
2012-01-14,0,0.0,,0.0,0.0
2012-01-15,53,0.0,,0.0,0.0
2012-01-16,45,0.0,,0.0,0.0
2012-01-17,85,0.0,,0.0,0.0
2012-01-18,0,0.0,,0.0,0.0
2012-01-19,43,0.0,,0.0,0.0
2012-01-20,0,0.0,,0.0,0.0
2012-01-21,0,0.0,,0.0,0.0
2012-01-22,100,0.0,,0.0,0.0
2012-01-23,0,0.0,,0.0,0.0
2012-01-24,0,0.0,,0.0,0.0
2012-01-25,42,0.0,,0.0,0.0
2012-01-26,0,0.0,,0.0,0.0
2012-01-27,0,0.0,,0.0,0.0
2012-01-28,52,0.0,,0.0,0.0
2012-01-29,0,0.0,,0.0,0.0
2012-01-30,85,0.0,,0.0,0.0
2012-01-31,42,0.0,,0.0,0.0
2012-02-01,40,0.0,False,0.0,0.0
2012-02-02,41,0.0,,0.0,0.0
2012-02-03,42,0.0,,0.0,0.0
2012-02-04,100,0.0,,0.0,0.0
2012-02-05,50,0.0,,0.0,0.0
2012-02-06,81,0.0,,0.0,0.0
2012-02-07,40,0.0,,0.0,0.0
2012-02-08,81,0.0,,0.0,0.0
2012-02-09,0,0.0,,0.0,0.0
2012-02-10,0,0.0,,0.0,0.0
2012-02-11,49,0.0,,0.0,0.0
2012-02-12,0,0.0,,0.0,0.0
2012-02-13,0,0.0,,0.0,0.0
2012-02-14,0,0.0,,0.0,0.0
2012-02-15,0,0.0,,0.0,0.0
2012-02-16,0,0.0,,0.0,0.0
2012-02-17,0,0.0,,0.0,0.0
2012-02-18,99,0.0,,0.0,0.0
2012-02-19,0,0.0,,0.0,0.0
2012-02-20,0,0.0,,0.0,0.0
2012-02-21,0,0.0,,0.0,0.0
2012-02-22,41,0.0,,0.0,0.0
2012-02-23,81,0.0,,0.0,0.0
2012-02-24,83,0.0,,0.0,0.0
2012-02-25,0,0.0,,0.0,0.0
2012-02-26,0,0.0,,0.0,0.0
2012-02-27,0,0.0,,0.0,0.0
2012-02-28,40,0.0,,0.0,0.0
2012-02-29,40,0.0,,0.0,0.0
2012-03-01,0,0.0,False,0.0,0.0
2012-03-02,0,0.0,,0.0,0.0
2012-03-03,0,0.0,,0.0,0.0
2012-03-04,0,0.0,,0.0,0.0
2012-03-05,0,0.0,,0.0,0.0
2012-03-06,0,0.0,,0.0,0.0
2012-03-07,99,0.0,,0.0,0.0
2012-03-08,50,0.0,,0.0,0.0
2012-03-09,0,0.0,,0.0,0.0
2012-03-10,62,0.0,,0.0,0.0
2012-03-11,0,0.0,,0.0,0.0
2012-03-12,0,0.0,,0.0,0.0
2012-03-13,0,0.0,,0.0,0.0
2012-03-14,0,0.0,,0.0,0.0
2012-03-15,51,0.0,,0.0,0.0
2012-03-16,0,0.0,,0.0,0.0
2012-03-17,0,0.0,,0.0,0.0
2012-03-18,0,0.0,,0.0,0.0
2012-03-19,50,0.0,,0.0,0.0
2012-03-20,99,0.0,,0.0,0.0
2012-03-21,50,0.0,,0.0,0.0
2012-03-22,51,0.0,,0.0,0.0
2012-03-23,0,0.0,,0.0,0.0
2012-03-24,0,0.0,,0.0,0.0
2012-03-25,0,0.0,,0.0,0.0
2012-03-26,50,0.0,,0.0,0.0
2012-03-27,100,0.0,,0.0,0.0
2012-03-28,0,0.0,,0.0,0.0
2012-03-29,0,0.0,,0.0,0.0
2012-03-30,0,0.0,,0.0,0.0
2012-03-31,60,0.0,,0.0,0.0
2012-04-01,0,0.0,False,0.0,0.0
2012-04-02,68,0.0,,0.0,0.0
2012-04-03,0,0.0,,0.0,0.0
2012-04-04,0,0.0,,0.0,0.0
2012-04-05,35,0.0,,0.0,0.0
2012-04-06,0,0.0,,0.0,0.0
2012-04-07,44,0.0,,0.0,0.0
2012-04-08,0,0.0,,0.0,0.0
2012-04-09,0,0.0,,0.0,0.0
2012-04-10,0,0.0,,0.0,0.0
2012-04-11,0,0.0,,0.0,0.0
2012-04-12,34,0.0,,0.0,0.0
2012-04-13,0,0.0,,0.0,0.0
2012-04-14,42,0.0,,0.0,0.0
2012-04-15,85,0.0,,0.0,0.0
2012-04-16,0,0.0,,0.0,0.0
2012-04-17,0,0.0,,0.0,0.0
2012-04-18,66,0.0,,0.0,0.0
2012-04-19,34,0.0,,0.0,0.0
2012-04-20,0,0.0,,0.0,0.0
2012-04-21,42,0.0,,0.0,0.0
2012-04-22,0,0.0,,0.0,0.0
2012-04-23,0,0.0,,0.0,0.0
2012-04-24,0,0.0,,0.0,0.0
2012-04-25,33,0.0,,0.0,0.0
2012-04-26,100,0.0,,0.0,0.0
2012-04-27,69,0.0,,0.0,0.0
2012-04-28,42,0.0,,0.0,0.0
2012-04-29,0,0.0,,0.0,0.0
2012-04-30,33,0.0,,0.0,0.0
2012-05-01,0,0.0,False,0.0,0.0
2012-05-02,48,0.0,,0.0,0.0
2012-05-03,0,0.0,,0.0,0.0
2012-05-04,51,0.0,,0.0,0.0
2012-05-05,0,0.0,,0.0,0.0
2012-05-06,0,0.0,,0.0,0.0
2012-05-07,49,0.0,,0.0,0.0
2012-05-08,48,0.0,,0.0,0.0
2012-05-09,0,0.0,,0.0,0.0
2012-05-10,100,0.0,,0.0,0.0
2012-05-11,0,0.0,,0.0,0.0
2012-05-12,0,0.0,,0.0,0.0
2012-05-13,0,0.0,,0.0,0.0
2012-05-14,0,0.0,,0.0,0.0
2012-05-15,48,0.0,,0.0,0.0
2012-05-16,50,0.0,,0.0,0.0
2012-05-17,0,0.0,,0.0,0.0
2012-05-18,0,0.0,,0.0,0.0
2012-05-19,0,0.0,,0.0,0.0
2012-05-20,65,0.0,,0.0,0.0
2012-05-21,0,0.0,,0.0,0.0
2012-05-22,0,0.0,,0.0,0.0
2012-05-23,50,0.0,,0.0,0.0
2012-05-24,0,0.0,,0.0,0.0
2012-05-25,54,0.0,,0.0,0.0
2012-05-26,0,0.0,,0.0,0.0
2012-05-27,0,0.0,,0.0,0.0
2012-05-28,0,0.0,,0.0,0.0
2012-05-29,0,0.0,,0.0,0.0
2012-05-30,0,0.0,,0.0,0.0
2012-05-31,0,0.0,,0.0,0.0
2012-06-01,48,0.0,False,0.0,0.0
2012-06-02,0,0.0,,0.0,0.0
2012-06-03,0,0.0,,0.0,0.0
2012-06-04,46,0.0,,0.0,0.0
2012-06-05,46,0.0,,0.0,0.0
2012-06-06,46,0.0,,0.0,0.0
2012-06-07,47,0.0,,0.0,0.0
2012-06-08,100,0.0,,0.0,0.0
2012-06-09,0,0.0,,0.0,0.0
2012-06-10,0,0.0,,0.0,0.0
2012-06-11,0,0.0,,0.0,0.0
2012-06-12,0,0.0,,0.0,0.0
2012-06-13,0,0.0,,0.0,0.0
2012-06-14,48,0.0,,0.0,0.0
2012-06-15,0,0.0,,0.0,0.0
2012-06-16,0,0.0,,0.0,0.0
2012-06-17,0,0.0,,0.0,0.0
2012-06-18,0,0.0,,0.0,0.0
2012-06-19,0,0.0,,0.0,0.0
2012-06-20,0,0.0,,0.0,0.0
2012-06-21,48,0.0,,0.0,0.0
2012-06-22,49,0.0,,0.0,0.0
2012-06-23,0,0.0,,0.0,0.0
2012-06-24,0,0.0,,0.0,0.0
2012-06-25,0,0.0,,0.0,0.0
2012-06-26,0,0.0,,0.0,0.0
2012-06-27,0,0.0,,0.0,0.0
2012-06-28,0,0.0,,0.0,0.0
2012-06-29,0,0.0,,0.0,0.0
2012-06-30,59,0.0,,0.0,0.0
2012-07-01,0,0.0,False,0.0,0.0
2012-07-02,0,0.0,,0.0,0.0
2012-07-03,0,0.0,,0.0,0.0
2012-07-04,0,0.0,,0.0,0.0
2012-07-05,71,0.0,,0.0,0.0
2012-07-06,34,0.0,,0.0,0.0
2012-07-07,0,0.0,,0.0,0.0
2012-07-08,41,0.0,,0.0,0.0
2012-07-09,0,0.0,,0.0,0.0
2012-07-10,0,0.0,,0.0,0.0
2012-07-11,0,0.0,,0.0,0.0
2012-07-12,32,0.0,,0.0,0.0
2012-07-13,0,0.0,,0.0,0.0
2012-07-14,0,0.0,,0.0,0.0
2012-07-15,41,0.0,,0.0,0.0
2012-07-16,32,0.0,,0.0,0.0
2012-07-17,0,0.0,,0.0,0.0
2012-07-18,0,0.0,,0.0,0.0
2012-07-19,0,0.0,,0.0,0.0
2012-07-20,33,0.0,,0.0,0.0
2012-07-21,41,0.0,,0.0,0.0
2012-07-22,83,0.0,,0.0,0.0
2012-07-23,0,0.0,,0.0,0.0
2012-07-24,32,0.0,,0.0,0.0
2012-07-25,0,0.0,,0.0,0.0
2012-07-26,0,0.0,,0.0,0.0
2012-07-27,100,0.0,,0.0,0.0
2012-07-28,40,0.0,,0.0,0.0
2012-07-29,0,0.0,,0.0,0.0
2012-07-30,32,0.0,,0.0,0.0
2012-07-31,63,0.0,,0.0,0.0
2012-08-01,99,0.0,False,0.0,0.0
2012-08-02,50,0.0,,0.0,0.0
2012-08-03,0,0.0,,0.0,0.0
2012-08-04,0,0.0,,0.0,0.0
2012-08-05,63,0.0,,0.0,0.0
2012-08-06,0,0.0,,0.0,0.0
2012-08-07,0,0.0,,0.0,0.0
2012-08-08,0,0.0,,0.0,0.0
2012-08-09,0,0.0,,0.0,0.0
2012-08-10,0,0.0,,0.0,0.0
2012-08-11,0,0.0,,0.0,0.0
2012-08-12,0,0.0,,0.0,0.0
2012-08-13,0,0.0,,0.0,0.0
2012-08-14,49,0.0,,0.0,0.0
2012-08-15,0,0.0,,0.0,0.0
2012-08-16,100,0.0,,0.0,0.0
2012-08-17,0,0.0,,0.0,0.0
2012-08-18,0,0.0,,0.0,0.0
2012-08-19,0,0.0,,0.0,0.0
2012-08-20,0,0.0,,0.0,0.0
2012-08-21,0,0.0,,0.0,0.0
2012-08-22,0,0.0,,0.0,0.0
2012-08-23,51,0.0,,0.0,0.0
2012-08-24,52,0.0,,0.0,0.0
2012-08-25,0,0.0,,0.0,0.0
2012-08-26,0,0.0,,0.0,0.0
2012-08-27,0,0.0,,0.0,0.0
2012-08-28,0,0.0,,0.0,0.0
2012-08-29,0,0.0,,0.0,0.0
2012-08-30,50,0.0,,0.0,0.0
2012-08-31,0,0.0,,0.0,0.0
2012-09-01,0,0.0,False,0.0,0.0
2012-09-02,0,0.0,,0.0,0.0
2012-09-03,0,0.0,,0.0,0.0
2012-09-04,29,0.0,,0.0,0.0
2012-09-05,0,0.0,,0.0,0.0
2012-09-06,15,0.0,,0.0,0.0
2012-09-07,0,0.0,,0.0,0.0
2012-09-08,0,0.0,,0.0,0.0
2012-09-09,0,0.0,,0.0,0.0
2012-09-10,0,0.0,,0.0,0.0
2012-09-11,0,0.0,,0.0,0.0
2012-09-12,0,0.0,,0.0,0.0
2012-09-13,0,0.0,,0.0,0.0
2012-09-14,0,0.0,,0.0,0.0
2012-09-15,0,0.0,,0.0,0.0
2012-09-16,0,0.0,,0.0,0.0
2012-09-17,0,0.0,,0.0,0.0
2012-09-18,14,0.0,,0.0,0.0
2012-09-19,29,0.0,,0.0,0.0
2012-09-20,0,0.0,,0.0,0.0
2012-09-21,0,0.0,,0.0,0.0
2012-09-22,0,0.0,,0.0,0.0
2012-09-23,0,0.0,,0.0,0.0
2012-09-24,43,0.0,,0.0,0.0
2012-09-25,100,0.0,,0.0,0.0
2012-09-26,57,0.0,,0.0,0.0
2012-09-27,29,0.0,,0.0,0.0
2012-09-28,15,0.0,,0.0,0.0
2012-09-29,18,0.0,,0.0,0.0
2012-09-30,0,0.0,,0.0,0.0
2012-10-01,0,0.0,False,0.0,0.0
2012-10-02,34,0.0,,0.0,0.0
2012-10-03,34,0.0,,0.0,0.0
2012-10-04,35,0.0,,0.0,0.0
2012-10-05,36,0.0,,0.0,0.0
2012-10-06,0,0.0,,0.0,0.0
2012-10-07,42,0.0,,0.0,0.0
2012-10-08,69,0.0,,0.0,0.0
2012-10-09,34,0.0,,0.0,0.0
2012-10-10,0,0.0,,0.0,0.0
2012-10-11,0,0.0,,0.0,0.0
2012-10-12,0,0.0,,0.0,0.0
2012-10-13,0,0.0,,0.0,0.0
2012-10-14,41,0.0,,0.0,0.0
2012-10-15,66,0.0,,0.0,0.0
2012-10-16,34,0.0,,0.0,0.0
2012-10-17,0,0.0,,0.0,0.0
2012-10-18,0,0.0,,0.0,0.0
2012-10-19,0,0.0,,0.0,0.0
2012-10-20,43,0.0,,0.0,0.0
2012-10-21,85,0.0,,0.0,0.0
2012-10-22,33,0.0,,0.0,0.0
2012-10-23,0,0.0,,0.0,0.0
2012-10-24,0,0.0,,0.0,0.0
2012-10-25,100,0.0,,0.0,0.0
2012-10-26,0,0.0,,0.0,0.0
2012-10-27,0,0.0,,0.0,0.0
2012-10-28,0,0.0,,0.0,0.0
2012-10-29,0,0.0,,0.0,0.0
2012-10-30,0,0.0,,0.0,0.0
2012-10-31,68,0.0,,0.0,0.0
2012-11-01,58,0.0,False,0.0,0.0
2012-11-02,29,0.0,,0.0,0.0
2012-11-03,34,0.0,,0.0,0.0
2012-11-04,33,0.0,,0.0,0.0
2012-11-05,54,0.0,,0.0,0.0
2012-11-06,52,0.0,,0.0,0.0
2012-11-07,49,0.0,,0.0,0.0
2012-11-08,0,0.0,,0.0,0.0
2012-11-09,56,0.0,,0.0,0.0
2012-11-10,35,0.0,,0.0,0.0
2012-11-11,34,0.0,,0.0,0.0
2012-11-12,28,0.0,,0.0,0.0
2012-11-13,54,0.0,,0.0,0.0
2012-11-14,0,0.0,,0.0,0.0
2012-11-15,0,0.0,,0.0,0.0
2012-11-16,28,0.0,,0.0,0.0
2012-11-17,0,0.0,,0.0,0.0
2012-11-18,33,0.0,,0.0,0.0
2012-11-19,27,0.0,,0.0,0.0
2012-11-20,0,0.0,,0.0,0.0
2012-11-21,0,0.0,,0.0,0.0
2012-11-22,0,0.0,,0.0,0.0
2012-11-23,32,0.0,,0.0,0.0
2012-11-24,100,0.0,,0.0,0.0
2012-11-25,33,0.0,,0.0,0.0
2012-11-26,25,0.0,,0.0,0.0
2012-11-27,25,0.0,,0.0,0.0
2012-11-28,26,0.0,,0.0,0.0
2012-11-29,51,0.0,,0.0,0.0
2012-11-30,0,0.0,,0.0,0.0
2012-12-01,0,0.0,False,0.0,0.0
2012-12-02,17,0.0,,0.0,0.0
2012-12-03,0,0.0,,0.0,0.0
2012-12-04,28,0.0,,0.0,0.0
2012-12-05,14,0.0,,0.0,0.0
2012-12-06,14,0.0,,0.0,0.0
2012-12-07,44,0.0,,0.0,0.0
2012-12-08,35,0.0,,0.0,0.0
2012-12-09,34,0.0,,0.0,0.0
2012-12-10,14,0.0,,0.0,0.0
2012-12-11,42,0.0,,0.0,0.0
2012-12-12,0,0.0,,0.0,0.0
2012-12-13,0,0.0,,0.0,0.0
2012-12-14,29,0.0,,0.0,0.0
2012-12-15,17,0.0,,0.0,0.0
2012-12-16,0,0.0,,0.0,0.0
2012-12-17,29,0.0,,0.0,0.0
2012-12-18,100,0.0,,0.0,0.0
2012-12-19,15,0.0,,0.0,0.0
2012-12-20,60,0.0,,0.0,0.0
2012-12-21,0,0.0,,0.0,0.0
2012-12-22,19,0.0,,0.0,0.0
2012-12-23,19,0.0,,0.0,0.0
2012-12-24,18,0.0,,0.0,0.0
2012-12-25,0,0.0,,0.0,0.0
2012-12-26,33,0.0,,0.0,0.0
2012-12-27,31,0.0,,0.0,0.0
2012-12-28,16,0.0,,0.0,0.0
2012-12-29,0,0.0,,0.0,0.0
2012-12-30,0,0.0,,0.0,0.0
2012-12-31,0,0.0,,0.0,0.0
2013-01-01,36,0.0,False,0.0,0.0
2013-01-02,0,0.0,,0.0,0.0
2013-01-03,0,0.0,,0.0,0.0
2013-01-04,29,0.0,,0.0,0.0
2013-01-05,0,0.0,,0.0,0.0
2013-01-06,67,0.0,,0.0,0.0
2013-01-07,0,0.0,,0.0,0.0
2013-01-08,28,0.0,,0.0,0.0
2013-01-09,85,0.0,,0.0,0.0
2013-01-10,28,0.0,,0.0,0.0
2013-01-11,29,0.0,,0.0,0.0
2013-01-12,34,0.0,,0.0,0.0
2013-01-13,0,0.0,,0.0,0.0
2013-01-14,28,0.0,,0.0,0.0
2013-01-15,82,0.0,,0.0,0.0
2013-01-16,27,0.0,,0.0,0.0
2013-01-17,28,0.0,,0.0,0.0
2013-01-18,0,0.0,,0.0,0.0
2013-01-19,0,0.0,,0.0,0.0
2013-01-20,34,0.0,,0.0,0.0
2013-01-21,0,0.0,,0.0,0.0
2013-01-22,27,0.0,,0.0,0.0
2013-01-23,28,0.0,,0.0,0.0
2013-01-24,0,0.0,,0.0,0.0
2013-01-25,28,0.0,,0.0,0.0
2013-01-26,33,0.0,,0.0,0.0
2013-01-27,100,0.0,,0.0,0.0
2013-01-28,0,0.0,,0.0,0.0
2013-01-29,81,0.0,,0.0,0.0
2013-01-30,0,0.0,,0.0,0.0
2013-01-31,27,0.0,,0.0,0.0
2013-02-01,26,0.0,False,0.0,0.0
2013-02-02,31,0.0,,0.0,0.0
2013-02-03,30,0.0,,0.0,0.0
2013-02-04,0,0.0,,0.0,0.0
2013-02-05,12,0.0,,0.0,0.0
2013-02-06,12,0.0,,0.0,0.0
2013-02-07,0,0.0,,0.0,0.0
2013-02-08,13,0.0,,0.0,0.0
2013-02-09,31,0.0,,0.0,0.0
2013-02-10,15,0.0,,0.0,0.0
2013-02-11,49,0.0,,0.0,0.0
2013-02-12,25,0.0,,0.0,0.0
2013-02-13,100,0.0,,0.0,0.0
2013-02-14,26,0.0,,0.0,0.0
2013-02-15,0,0.0,,0.0,0.0
2013-02-16,31,0.0,,0.0,0.0
2013-02-17,16,0.0,,0.0,0.0
2013-02-18,51,0.0,,0.0,0.0
2013-02-19,87,0.0,,0.0,0.0
2013-02-20,62,0.0,,0.0,0.0
2013-02-21,0,0.0,,0.0,0.0
2013-02-22,26,0.0,,0.0,0.0
2013-02-23,15,0.0,,0.0,0.0
2013-02-24,30,0.0,,0.0,0.0
2013-02-25,49,0.0,,0.0,0.0
2013-02-26,12,0.0,,0.0,0.0
2013-02-27,24,0.0,,0.0,0.0
2013-02-28,62,0.0,,0.0,0.0
2013-03-01,45,0.0,False,0.0,0.0
2013-03-02,13,0.0,,0.0,0.0
2013-03-03,0,0.0,,0.0,0.0
2013-03-04,11,0.0,,0.0,0.0
2013-03-05,0,0.0,,0.0,0.0
2013-03-06,11,0.0,,0.0,0.0
2013-03-07,22,0.0,,0.0,0.0
2013-03-08,45,0.0,,0.0,0.0
2013-03-09,95,0.0,,0.0,0.0
2013-03-10,54,0.0,,0.0,0.0
2013-03-11,100,0.0,,0.0,0.0
2013-03-12,33,0.0,,0.0,0.0
2013-03-13,32,0.0,,0.0,0.0
2013-03-14,11,0.0,,0.0,0.0
2013-03-15,35,0.0,,0.0,0.0
2013-03-16,27,0.0,,0.0,0.0
2013-03-17,14,0.0,,0.0,0.0
2013-03-18,22,0.0,,0.0,0.0
2013-03-19,11,0.0,,0.0,0.0
2013-03-20,22,0.0,,0.0,0.0
2013-03-21,22,0.0,,0.0,0.0
2013-03-22,11,0.0,,0.0,0.0
2013-03-23,0,0.0,,0.0,0.0
2013-03-24,0,0.0,,0.0,0.0
2013-03-25,22,0.0,,0.0,0.0
2013-03-26,11,0.0,,0.0,0.0
2013-03-27,34,0.0,,0.0,0.0
2013-03-28,23,0.0,,0.0,0.0
2013-03-29,12,0.0,,0.0,0.0
2013-03-30,29,0.0,,0.0,0.0
2013-03-31,0,0.0,,0.0,0.0
2013-04-01,79,0.0,False,0.0,0.0
2013-04-02,59,0.0,,0.0,0.0
2013-04-03,20,0.0,,0.0,0.0
2013-04-04,0,0.0,,0.0,0.0
2013-04-05,21,0.0,,0.0,0.0
2013-04-06,25,0.0,,0.0,0.0
2013-04-07,49,0.0,,0.0,0.0
2013-04-08,20,0.0,,0.0,0.0
2013-04-09,19,0.0,,0.0,0.0
2013-04-10,20,0.0,,0.0,0.0
2013-04-11,39,0.0,,0.0,0.0
2013-04-12,40,0.0,,0.0,0.0
2013-04-13,25,0.0,,0.0,0.0
2013-04-14,0,0.0,,0.0,0.0
2013-04-15,19,0.0,,0.0,0.0
2013-04-16,0,0.0,,0.0,0.0
2013-04-17,39,0.0,,0.0,0.0
2013-04-18,58,0.0,,0.0,0.0
2013-04-19,100,0.0,,0.0,0.0
2013-04-20,49,0.0,,0.0,0.0
2013-04-21,25,0.0,,0.0,0.0
2013-04-22,20,0.0,,0.0,0.0
2013-04-23,77,0.0,,0.0,0.0
2013-04-24,20,0.0,,0.0,0.0
2013-04-25,0,0.0,,0.0,0.0
2013-04-26,0,0.0,,0.0,0.0
2013-04-27,25,0.0,,0.0,0.0
2013-04-28,0,0.0,,0.0,0.0
2013-04-29,0,0.0,,0.0,0.0
2013-04-30,0,0.0,,0.0,0.0
2013-05-01,0,0.0,False,0.0,0.0
2013-05-02,5,0.0,,0.0,0.0
2013-05-03,2,0.0,,0.0,0.0
2013-05-04,0,0.0,,0.0,0.0
2013-05-05,3,0.0,,0.0,0.0
2013-05-06,5,0.0,,0.0,0.0
2013-05-07,5,0.0,,0.0,0.0
2013-05-08,25,0.0,,0.0,0.0
2013-05-09,2,0.0,,0.0,0.0
2013-05-10,20,0.0,,0.0,0.0
2013-05-11,6,0.0,,0.0,0.0
2013-05-12,27,0.0,,0.0,0.0
2013-05-13,89,0.0,,0.0,0.0
2013-05-14,42,0.0,,0.0,0.0
2013-05-15,33,0.0,,0.0,0.0
2013-05-16,16,0.0,,0.0,0.0
2013-05-17,30,0.0,,0.0,0.0
2013-05-18,6,0.0,,0.0,0.0
2013-05-19,12,0.0,,0.0,0.0
2013-05-20,5,0.0,,0.0,0.0
2013-05-21,11,0.0,,0.0,0.0
2013-05-22,14,0.0,,0.0,0.0
2013-05-23,2,0.0,,0.0,0.0
2013-05-24,17,0.0,,0.0,0.0
2013-05-25,9,0.0,,0.0,0.0
2013-05-26,9,0.0,,0.0,0.0
2013-05-27,0,0.0,,0.0,0.0
2013-05-28,35,0.0,,0.0,0.0
2013-05-29,100,0.0,,0.0,0.0
2013-05-30,61,0.0,,0.0,0.0
2013-05-31,45,0.0,,0.0,0.0
2013-06-01,51,0.0,False,0.0,0.0
2013-06-02,59,0.0,,0.0,0.0
2013-06-03,74,0.0,,0.0,0.0
2013-06-04,100,0.0,,0.0,0.0
2013-06-05,74,0.0,,0.0,0.0
2013-06-06,41,0.0,,0.0,0.0
2013-06-07,14,0.0,,0.0,0.0
2013-06-08,9,0.0,,0.0,0.0
2013-06-09,52,0.0,,0.0,0.0
2013-06-10,13,0.0,,0.0,0.0
2013-06-11,13,0.0,,0.0,0.0
2013-06-12,27,0.0,,0.0,0.0
2013-06-13,41,0.0,,0.0,0.0
2013-06-14,14,0.0,,0.0,0.0
